_id,company,date,opinion,rating,source
626bd53ad10793287c3acc02,your oxygen ,14/02/2015,"December 2014 ben ik bij Your Oxygen ingeschreven, ze hadden me gecontacteerd ivm een werknemer van mij voor referenties....aangezien ik toen supervisor was bij Van Moer group. Na jaren dienst was ik toe aan een nieuwe boost en uitdaging in mijn loopbaan! Met dank aan Your Oxygen ben ik nu polyvalent medewerker bij Cogal Belgium Nv(gassector-chemie) met een direct vast bediendencontract en tal van extra legale voordelen",4.0,facebook
626bd53ad10793287c3acc03,ARXUS INC.,29/04/2018,Custom professional IT solutions.,5.0,google
626bd53ad10793287c3acc04,ARXUS INC.,29/04/2017,Belgian cloud at its best!,5.0,google
626bd53ad10793287c3acc05,ARXUS INC.,29/04/2018, Fast growing company with motivated people. Know what they are doing!,5.0,google
626bd53ad10793287c3acc06,ASTENA,2021-10-29,Ok,5.0,google
626bd53ad10793287c3acc07,ASTENA,29/07/2021," We are very disappointed in this company overall. REVAN BV
",1.0,google
626bd53ad10793287c3acc08,ASTENA,29/04/2018," Looking for software for your construction or installation company, but you do not know how to get started. Collect a lot of info on this site.
",5.0,google
626bd53ad10793287c3acc09,Axeasy,29/04/2018,De beste outsourcing-oplossing in BelgiÃ«,5.0,google
626bd53ad10793287c3acc0a,Cronos Europa,29/04/2019,Human sense to build up your IT career ðŸ˜Š,5.0,google
626bd53ad10793287c3acc0b,Cronos Europa,29/04/2021,Great place to work for technology addicted ppl,5.0,google
626bd53ad10793287c3acc0c,Cronos Europa,29/04/2018,The management is notorious for ignoring emails. Unprofessional and inaccessible.,1.0,google
626bd53ad10793287c3acc0d,Cronos Europa,29/04/2017,Belgian IT with the culture of expertise and entrepreneurship.,5.0,google
626bd53ad10793287c3acc0e,Cronos Europa,29/04/2021,Very unprofessionnal,1.0,google
626bd53ad10793287c3acc0f,Cronos Europa,29/04/2018,Close to the EU area close to the center,5.0,google
626bd53ad10793287c3acc10,Cronos Europa,29/04/2018,Great!,5.0,google
626bd53ad10793287c3acc11,Cronos Europa,29/04/2020," Human company and with good values.
 I recommend you work for them.
",5.0,google
626bd53ad10793287c3acc12,Cronos Europa,29/04/2020,"Friendly and helpful staff waiting time correct.
",4.0,google
626bd53ad10793287c3acc13,Cronos Leuven,29/04/2018,Best place to work,5.0,google
626bd53ad10793287c3acc14,Cronos Leuven,29/04/2019,nice place,5.0,google
626bd53ad10793287c3acc15,Cronos Leuven,29/04/2019,"Cool company that sometimes pampers its employees with a photo booth in the office
",5.0,google
626bd53ad10793287c3acc16,Xplore Group,29/04/2020,No room for parking your car. Personal polite and very friendly. A little bit noisy exam room,2.0,google
626bd53ad10793287c3acc17,Xplore Group,29/07/2021,"Nice, clean and easily accessible facilities.",4.0,google
626bd53ad10793287c3acc18,Xplore Group,29/04/2018,"A super company, with very skilled people",5.0,google
626bd53ad10793287c3acc19,Xplore Group,29/04/2020," I took the Microsoft exam there. Nice and sound proof rooms for exam.
 ",5.0,google
626bd53ad10793287c3acc1a,Go4Logistics,29/04/2017,"Innovative, Young and Excellent in Logistics Management Software",5.0,google
626bd53ad10793287c3acc1b,Headcount,29/04/2020,"A few years ago I came across one of the Cronos clusters via Headcount.
I first had a conversation with Headcount itself. After the conversation, the Headcount consultant immediately knew what I wanted and she was able to outline my profile perfectly.
During the application procedure I was also very professionally guided and I received feedback from her very quickly.
For me a high-quality selection and recruitment office.",4.0,google
626bd53ad10793287c3acc1c,Headcount,18/04/2022,No response...even negative,2.0,google
626bd53ad10793287c3acc1d,Headcount,29/04/2020,This is a headcount company that does not make you feel like a number.,4.0,google
626bd53ad10793287c3acc1e,Kohera,29/04/2018,Awesome consultants! They know what they are talking about. Q,5.0,google
626bd53ad10793287c3acc1f,Infront,29/04/2017,CRM ten top!,5.0,google
626bd53ad10793287c3acc20,Polaris Digital Commerce,29/07/2021,Super team to assist with all things e-commerce. Guidance from A to Z!,5.0,google
626bd53ad10793287c3acc21,"
SBI Consulting",13/01/2021,"Positive: Quality, Professionalism",5.0,google
626bd53ad10793287c3acc22,SecWise NV,29/07/2021,SecWise helped us in implementing our cloud cyber security controls as part of our general cyber security maturity program. Their skilled consultants in Azure and Office 365 acted professional and efficient in the different security projects from pilot to production. Finally our security maturity increased heavily.,5.0,google
626bd53ad10793287c3acc23,SecWise NV,29/07/2021,"
Positive: Professionalism",5.0,google
626bd53ad10793287c3acc24,Smartsys N.V. - Uw IT onder controle,29/07/2021,Good,5.0,google
626bd53ad10793287c3acc25,"
Uptime Group",29/04/2018,The best employer ICT from Flanders,5.0,google
626bd53ad10793287c3acc26,"
Uptime Group",29/04/2021,The Best,5.0,google
626bd53ad10793287c3acc27,"
Uptime Group",29/04/2018,Place of knowledge,5.0,google
626bd53ad10793287c3acc28,"
Uptime Group",29/04/2020,"Loyal partner Uptime to pay a surprise visit and thank you for organizing ICT @ the movies together. Really a top event and we could never do this without our partners! #thanks
",5.0,google
626bd53ad10793287c3acc29,"
Uptime Group",29/04/2017," My newest job! new challenge, super colleagues!
",5.0,google
626bd53ad10793287c3acc2a,"
Uptime Group",29/04/2020,"
Very pleasant encounters!",5.0,google
626bd53ad10793287c3acc2b,"
Uptime Group",29/04/2018,"
Dear people, best workplace",5.0,google
626bd53ad10793287c3acc2c,"
Uptime Group",29/04/2016,"
Kronos group",5.0,google
626bd6de2a51ba6a4ed5c4a5,Cronos International,09/02/2022,"Competitive salary and some nice extras. Helpful office staff. Stable job as you are employed full-time by Cronos, even the client ends your contract, you are back on the bench until they find another suitable client and project you fit it.Diversity of colleagues, multi-nationals.Home internet subscription, mobile subscription, meal vouchers are included in the salary (cash), public transport abonnement., Treated consultants working on-site (at EU institutions) poorer than the ones sitting at the HQ. No offers for career developments, no trainings offered, only Linkedin Learning courses which you had to take while your clients were not operating. Hiring unqualified staff sometimes could ruin the whole team. (eg: hiring so-called senior dev while the person was clearly unqualified and eventually left the company and the project with a lot of mess behind for the rest of the team to fix).But this was before they rebranded themselves to Cronos Europa. Hopefully things changed after the new management.",3.0,glassdoor
626bd6de2a51ba6a4ed5c4a6,Cronos International,23/03/2019,"No advantage for this employer, the Helpdesk Support which are sent to the field in European institutions, are treated as less than nothing - work in the chain, without any possibility of evolution - the stress is enormous and the workplaceis little amicable - colleagues are horrible - low salary",1.0,glassdoor
626bd6de2a51ba6a4ed5c4a7,Cronos International,17/12/2021,"Since the management changed, they are trying to make the company more equal for all the employees, with better structures and communication.
A lot of opportunities for IT employees and freelancers within the EU institutions.
Permanent contracts for employees.
Flex Income Plan., Like all the rest of consultancies, and maybe fewer cons.",5.0,glassdoor
626bd6de2a51ba6a4ed5c4a8,Cronos International,08/09/2021,"This is a consultancy company that works mainly for the European institutions through the framework contract that they have.Working for the institutions is good especially if you want later pursuit a career as a civil servant , this could be a good starting step into the EU buble.Usually it is possible to work as a Freelancer or Employee i would advice freelance because cronos adds nothing to the table if you are competent in what you do, in IT you won't be out of job and the European Institutions are a very stable client.Position in the European Institutions.Overall if a career withing the EU Buble is what you seek, it might be a suitable company if you work freelance., Lack of Transparency, do not explain how things work, no career support nothing.No Culture whatsoever Poor on boarding, as said before nothing is really clear with them.As with other consultancy companies at the end of the day, you are a number for them.Low Salary if you are an employee.Adds nothing in terms of value, only if the contract with the client expires they will find something for you and you won't be out of a job.European Institutions in technological terms are behind in many aspects and IT is not their priority, but this depends of where you are placed.",2.0,glassdoor
626bd6de2a51ba6a4ed5c4a9,Cronos International,08/01/2021,"Always takes care of your professional status, There is no negative point that I have experienced, so far",5.0,glassdoor
626bd6de2a51ba6a4ed5c4aa,Cronos International,20/11/2019,"They respect you and as an employee you are fully insured.Permanent contracts A lot of opportunities., Some times you have to push a little harder to get what you want",5.0,glassdoor
626bd6de2a51ba6a4ed5c4ab,Cronos International,14/04/2019,"Multicultural and challenging environment, Nothing, this company is great",5.0,glassdoor
626bd6de2a51ba6a4ed5c4ac,Cronos International,03/05/2018,"Smooth collaboration procedures, minimum interaction, pays on time, helpful., No other interesting clients apart from European institutions",5.0,glassdoor
626bd6de2a51ba6a4ed5c4ad,Cronos International,04/07/2016,"(As consultant in external premises)Offers number of positions in European Institutions, (As consultant in external premises)Brings no support for career advice and growthProvides almost no information about company news, status, contracts (= lack of transparency)Even by changing position, getting higher salary is very difficult",2.0,glassdoor
626bd6de2a51ba6a4ed5c4ae,Cronos International,20/05/2019,"They find you a client and you go as a consultant.They have a correctly attractive package.Serious player with the EC, good place to start as a junior, Attractive Package, Less people oriented than it used to be",3.0,indeed
626bd74f2a51ba6a4ed5c4e4,Arxus,18/02/2019,"Flat Structure cool business atmosphere -pleasant employee -like remuneration Fine Work Events, Flexdesk Policysoms too informal structure",5.0,glassdoor
626bd74f2a51ba6a4ed5c4e5,Big Industries,26/03/2021,"You can drive your own carreer.Good benefits.Healthy worklife balance.Interesting projects.Cutting edge technologies.Long term experience in (big) data world., Employees build up such useful experience which gives them so many options, that it is hard to keep them for years. They are distracted by recruiters all the time.",5.0,glassdoor
626bd74f2a51ba6a4ed5c4e6,Biztory,21/08/2021,"Very keen on Personal Development. Actively encourage studying for Certifications. Open and friendly leadership that actually care. Great team that are all willing to support each other.Access to a great Hive Mind (If you donâ€™t know / canâ€™t find an answer, someone here will help).Work from Home and Work from Office fully supported.Work / Life Balance is about right,Learning support is also for those non tech / personal subject.Actively recruiting new team members.Iâ€™ve been here less than a year so far but this is one of the best places Iâ€™ve worked and perhaps most importantly the best team Iâ€™ve had the pleasure of working with., The breadth of skills required for clients could be challenging at times. Sometimes the learning can be a little much.Long working hours, especially when with clients however are flexible when they can be (bench days).The huge growth may end up diluting some of the things that make Biztory a great place to work. No signs of it yet, but Iâ€™ve seen it happen before.",5.0,glassdoor
626bd74f2a51ba6a4ed5c4e7,Biztory,23/01/2017,"The team itself is excellent, the product is also very exciting. However, management's expectations are far too high. Added to this is the derogatory behavior towards employees in sales. An important experience nonetheless. Company car, too many overtime hours and no compensation",2.0,indeed
626bd74f2a51ba6a4ed5c4e8,Codesense,25/10/2021,"Colleagues, open company spring, professional and pragmatic, consulting, growing, possibilities is also choice stress",5.0,glassdoor
626bd74f2a51ba6a4ed5c4e9,Cronos Interactive ,13/03/2019,"Fun, lively company with a focus on delivering great products. plan posts for the day/coming days, read up on emails and social media posts, discuss PR & marketing strategies, planning for our Game Expo: 1UP, making visuals for posts to share, talking with the devs and giving feedback on their games, new tools to use, news skills (photoshop, Premiere...), content planning. putting deadlines on others to get my content in time. Great superior, doesn't not feel like a typical boss/employee relationship. Open to suggestions and feedback. Flexible hours, expecting only for your job to be done by reasonable deadlines, fun colleagues who like to chat during lunch and play a game afterwards. Fun group to hang out with. managing my time. there is a lot to be done and I always see ways to improve my work so the stopping point is hard to determine. Bybthe very nature of the job (social media) it also means I have to put in some work outside of office hours, Working with a great team, in a company working on VIDEO GAMES: my lifelong dream. It's a culture I've been invested in since pretty much forever and now I get to work in the industry. Flexible hours, Extra benefits (car, phone, laptop), the actual job is fun to do subpar public transport connection",5.0,indeed
626bd74f2a51ba6a4ed5c4ea,Crosspoint Solutions,24/07/2021,"interesting work, good teamwork.interesting work, good teamwork.interesting work, good teamwork.interesting work, good teamwork.interesting work, good teamwork.interesting work, good teamwork.interesting work, good teamwork.interesting work, good teamwork., poorly managed. poorly thought out, no sales, no incomepoorly managed. poorly thought out, no sales, no incomepoorly managed. poorly thought out, no sales, no incomepoorly managed. poorly thought out, no sales, no income",1.0,glassdoor
626bd74f2a51ba6a4ed5c4eb,Crosspoint Solutions,29/07/2017,"Decent Product; fun work;  good group of employees., Senior managements were not directed to save the company.",3.0,glassdoor
626bd74f2a51ba6a4ed5c4ec,Crosspoint Solutions,16/05/2015,"Great co-workers. Great benefits very good work conditions., Very lacking in the sales dept.",4.0,glassdoor
626bd74f2a51ba6a4ed5c4ed,Crosspoint Solutions,20/12/2014,"Good company to work with, Focus more on growing business",3.0,glassdoor
626bd74f2a51ba6a4ed5c4ee,Crosspoint Solutions,16/05/2014,"Good product with great potential, Management to suited for their role in company.",1.0,glassdoor
626bd74f2a51ba6a4ed5c4ef,Dynatos,14/03/2022,"A lot of independence, but also good team atmosphere.Career opportunities.Open corporate culture., Less transparency, in several areas.Questional politics.",4.0,glassdoor
626bd74f2a51ba6a4ed5c4f0,Dynatos,09/02/2022,"Good professional organization with room for advancement, Must be an self-advocate to be recognized",4.0,glassdoor
626bd74f2a51ba6a4ed5c4f1,Dynatos,25/04/2021,"Excellent benefits and comparable salary, excellent company for benefits and training",5.0,glassdoor
626bd74f2a51ba6a4ed5c4f2,Flexso,28/04/2021,"Good atmosphere, very friendly and nice events, Sometimes there is long benchmark time",4.0,glassdoor
626bd74f2a51ba6a4ed5c4f3,Flexso,27/01/2021,"Great people, nice spirit, interesting projects., Nothing that I can think of.",5.0,glassdoor
626bd74f2a51ba6a4ed5c4f4,Flexso,19/01/2021,"Good general feelings,Great colleagues and good management., Depending on the customer, It's a really good company",5.0,glassdoor
626bd74f2a51ba6a4ed5c4f5,Flexso,02/01/2021,"Good coworkers, opportunity to learn,, Would like to be paid more",4.0,glassdoor
626bd74f2a51ba6a4ed5c4f6,Flexso,16/06/2019,"- Very people oriented
- Loads of fun and interesting projects
- Very flexible in terms of making the match between what consultants and customers want
- Clear strategy and purpose of the company
- Flat oriented structure
- Amazing celebrations, BBQ, and parties where your partner is also welcome
- Offices in Ghent, Kontich, Waver and even in Vienna
- A lot of investment in knowledge sharing and trainings like in S/4 HANA
- Awesome car policy! 
- Great competence leads in every domain of SAP at Flexso 
- Part of Cronos, - A flat structure causes a bit of chaos and miscommunication sometimes",5.0,glassdoor
626bd74f2a51ba6a4ed5c4f7,Flexso,15/05/2019,"- Very good organizational culture- Flat company- Good Colleagues, - Salary- Not much interesting projects",3.0,glassdoor
626bd74f2a51ba6a4ed5c4f8,Flexso,25/03/2019,"traditional package + many internal trainings, external activities, excellent communication., insufficient critical mass in Wavre => reduce drasticaly projects possibilities in the Walloon Region => get ready to go for miles and hours of traffic jam  :-(",4.0,glassdoor
626bd74f2a51ba6a4ed5c4f9,Flexso,15/03/2022,"- Family spirit- horizontal structure- various advantages (car, bonus, 13th month, etc.),- nothing to report about the drawbacks.",5.0,glassdoor
626bd74f2a51ba6a4ed5c4fa,Flexso,20/01/2022,"Listening box of its super interesting employees and projects, I am very happy at Flexso",5.0,glassdoor
626bd74f2a51ba6a4ed5c4fb,Flexso,16/08/2021,"Good balance work/private life for atmosphere within the flexible team in many points, absence of a prolonged project sometimes too long",5.0,glassdoor
626bd74f2a51ba6a4ed5c4fc,Flexso,26/07/2020,"Get out of your comfort zone to be sure that you no longer trust the false benevolence of others, imagine, you pass a job interview in French, you are asked about your experience and qualification then we finish with your level of language language . And that you specify that it is your weakness, that you barely manage, that you understand the other requested languages â€‹â€‹but that you do not speak them. Elements precise on your CV and the recruiter encountered a week earlier. Then imagine being engaged and being catapulted into a purely English -speaking environment, nobody speaks your language, you understand almost everything but are unable to answer. That then your silence/mutism poses concern, and that when you specify not to speak the language, we retort: â€‹â€‹""But you passed your interview in English however"". Your disarray in the face of the situation pushes you to take intensive evening lessons for several evenings for a few months to unlock yourself, and you get there. Awesome! But the project ends and we then catapult you in a Dutch -speaking environment, what a surprise, faced with the efforts undertaken, you let go of it because it is too ... reproaches follow ... and finally you are assigned to a French -speaking project ... but it's too late ... You have found a new job ... It's not that simple, we don't want to let you go, suddenly you tell yourself that you are not So no one, it looks like ... You manage to leave this toxic environment, call a cat, a cat! And there, surprise, your former employer contacts your new employer to discredit you and accuses you of having lied to your profile , so that he commits you, he informs him that not, but he insists, ... offers him to see himself ... Contact from other knowledge to you ... What would you have done?",1.0,glassdoor
626bd74f2a51ba6a4ed5c4fd,Flexso,15/05/2020,"Good atmosphere, nice events, good knowledge sharing, salary is sometimes a little limited and difficult to improve ...",5.0,glassdoor
626bd74f2a51ba6a4ed5c4fe,Flexso,12/02/2020,"Good atmosphere, good extra, good pay (better than competition for an Entry-Level), you have to be flexible, as a consultant you have to be ready to be on a project in Brussels, Wallonia or Luxembourg.By cons everything is covered in terms of costs.",4.0,glassdoor
626bd74f2a51ba6a4ed5c4ff,Flexso,24/07/2019,"Very good work atmosphere, listening direction and close to employees, wages that are too low (but it's the same with other companies in this sector in Belgium)",5.0,glassdoor
626bd74f2a51ba6a4ed5c500,Flexso,04/10/2018,"Family, understanding, flexible, support, training ..., there are no drawbacks",5.0,glassdoor
626bd74f2a51ba6a4ed5c501,Flexso,12/02/2022,- fun business atmosphere and culture- many learn- good remuneration- not really experienced negative points,5.0,glassdoor
626bd74f2a51ba6a4ed5c502,Flexso,26/08/2021,"Flexible, good culture, trust, freedom and fun colleagues, chairs, coffee, No standing desks, building accessibility",4.0,glassdoor
626bd74f2a51ba6a4ed5c503,Flexso,27/01/2021,"SAP service provider that is fully set up around a number of core values: openness, transparency, long -term vision, innovation, ... and these core values also return to all the ranks of the company.The company therefore has a very good reputation with both customers and employees.I myself came on board through mouth-to-mouth and now I am happy to spread the good word further.The company is doing everything it can (knowledge sharing sessions, active Yammer platform, fun activities) to give the consultants, who of course are more often with customers than in Kontich/Ghent/Wavre/Utrecht/Vienna, a real flexso feeling. The level ofThe average employee is very high and there are enough examples internally to really look up and learn from., due to the high involvement and flexibility of the average Flexso employee, the boundary between private and work sometimes dares to be exceeded, butYou are happy to take that!",5.0,glassdoor
626bd74f2a51ba6a4ed5c504,Flexso,14/01/2021,"Nice colleagues, great projects with great customers, good knowledge sharing and possibilities to determine your own path., I have no negative experiences",5.0,glassdoor
626bd74f2a51ba6a4ed5c505,Flexso,13/05/2020,"Culture, atmosphere, ambitious company, strong in the market, little structure, very wide portfolio, limited coaching",5.0,glassdoor
626bd74f2a51ba6a4ed5c506,Flexso,08/10/2019,"Flexso is not a standard consultancy company.Here are teamwork and continue to learn the key components.Everyone works together on a project and knowledge sharing is very important!That is sometimes missing from other major players. During the hours as afterwards, there is room to also forge a friendly bond with your colleagues.So I can only be positive about Flexso.Of course it is also very nice to grow within one of, if not the largest, SAP player in Belgium., That absolutely does not apply here",5.0,glassdoor
626bd74f2a51ba6a4ed5c507,Flexso,02/08/2017,"- Interesting customers and projects- invests strongly growing player on the SAP market in innovation, especially in S4/HANA implementations- pleasant culture, attaches great importance to the satisfaction of their consultants,- little to no global reach, very focused on the BelgianMarket- Not always large projects (Bodyshopping)",4.0,glassdoor
626bd74f2a51ba6a4ed5c508,Go4Logistics,06/05/2020,"- A wonderful work team - flexible time, - work on a single project (company product)",5.0,glassdoor
626bd74f2a51ba6a4ed5c509,Go4Logistics,06/01/2022,"- Flexible working hours happens, - No project management or planning
- No schema for growing
- Non standard procedure
- Lots of stress
-Poor salaries",1.0,glassdoor
626bd74f2a51ba6a4ed5c50a,Go4Logistics,30/09/2020,"Flat Hierarchy , Part of Cronos Group, none, tight deadlines, no international operations",3.0,glassdoor
626bd74f2a51ba6a4ed5c50b,HeadCount,03/08/2020,"- Trust and good relationships with workers and clients- Funny and friendly environment with great professionals in their environments- Good salary package- Different locations around the world with the possibility to work in international projects., So far I don't have any complain.",5.0,glassdoor
626bd74f2a51ba6a4ed5c50c,HeadCount,06/02/2021,"The team is incredible and they want you to strive in the industry. Management always available for help, It is an unpaid internship",4.0,glassdoor
626bd74f2a51ba6a4ed5c50d,HeadCount,06/10/2020,"It's a multi-tasking job and there was a lot of travels., not much negative to say.",5.0,glassdoor
626bd74f2a51ba6a4ed5c50e,HeadCount,10/01/2018,"Great staff, great connection, great music., Small company, so upward mobility is limited",5.0,glassdoor
626bd8b538d85fcbb7ac2f81,Cronos International SA,29/04/2017,Concentration center of companies with a high added value.,5.0,google
626bd8b538d85fcbb7ac2f82,Cronos International SA,29/04/2020,"Matter of technology and computer services. It's the best.
Knowledgeable employees who adapt well to customer culture
A mastery of technologies sought in the market. A reference to remember and recommend in your area.",5.0,google
626fa925ee00b319fdd25e74,Infront,22/02/2019,"Young organization with a lot of work,Work hard,Play hard !
Young fast paced group of people, bit of separate culture, not for everyone.",4.0,indeed
626fa925ee00b319fdd25e75,NARATO,16/02/2021,"Cool projects with cool people,As this is my first job, I don't have much experience with different companies, their mentality, work-life balance, ... But what I do know is that I've enjoyed my time thus far at Narato, working on cool projects for massive companies as well as impactful projects at small companies, learning every step of the way. Sometimes working a little late cause ""this is some cool stuff we're building"" and other days stopping a little early to get a drink, a chat, a laugh, ...

One of the harder parts for me personally, is the ever changing landscape that we developers call work. Narato tries to stay close to the border where the change is happening, taking steps in new and sometimes undocumented terrain. Whilst it is very cool to work with new tech, it can also be frustrating. The flipside of this coin is the great feeling that comes with fiddling with something new and it working afterwards, the great feeling of broadening your horizon. My personal nature wouldn't reach for all this new tech, so I have Narato to thank for presenting me the opportunity and giving me a little nudge.

A final and quite important point when broadening your horizon and going on an adventure, is the captains steering the ship. And let me tell you, Narato has some excellent captains, placing themselves among the crew and not shying away from getting their hands dirty or having a pint. Genuine people that actually do care about the co-workers around them. Approachable when you have a problem that needs sorting out, whether it's something technical, practical, personal, ..., they'll do their very best to find a solution with you.Frequently changing work-environment",5.0,indeed
626fa925ee00b319fdd25e76,NARATO,16/02/2021,"Fun company working with cutting edge technology,No company hierarchy, everyone can give their input and is heard.
People are encouraged to give ideas / feedback.
Everyone helps each other out where he/she can.",4.0,indeed
626fab5a00196b953e597c7a,iFacto,06/01/2022,"no annual evaluation, no career planning",1.0,glassdoor
626fab5a00196b953e597c7b,Kohera,08/02/2022,"Flexibility is a plus point, salary is lower than other companies",5.0,glassdoor
626fab5a00196b953e597c7c,Kohera,05/06/2021,"Family, cool atmosphere, a lot of expertise, cannot immediately come up with something negative",5.0,glassdoor
626fab5a00196b953e597c7d,Kohera,20/01/2020,"-Sphere: find like -minded people who all share passion for Microsoft Data Platform. You can also be yourself, long live diversity in personalities! -Klein on Human Size Company (43P) with the backings and benefits of a large Cronos Group initiative and autonomy are by definition in the Consultantcy Role and in our company DNA. You learn quickly and keep learning through the variation in assignments. Consultancy is certainly not one -sided with us: something is wrong, then you can count on the willingness to listen., - We focus on Microsoft and monitor that limit not to lose our specialists role. Some people prefer to go wide and less deep. - We are still in growth process in terms of structure. If you like tight structures, then we are not your right employer. In any case, we love freedom than rules, so we may never be a control paradise :-) - If you are looking for the highest salary package, we are not for you. We believe in humanity, a good balance work/life and giving and making just about everything discussable. Our wage package fits in with that philosophy.",4.0,glassdoor
626fab5a00196b953e597c7e,Narato,17/12/2021,"Freedom to take your responsibility.Curiosity and wonder are high on our list., There are too few hours in a day :-)",5.0,glassdoor
626fab5a00196b953e597c7f,PreviewLabs,26/03/2021,"Coworkers are friendly and funFlexible work environment and hours, can accommodate your needsLarge variety in your work! No two days are the same. Enjoyable, creative work - inventive problem solving skills are celebrated, Employees are split across the United States and Belgium, which necessitates accommodations for the time zone differenceNot a precise 9-5 schedule - sometimes you'll need to work outside of those hours, and this can be somewhat unpredictable",5.0,glassdoor
626fab5a00196b953e597c80,PreviewLabs,12/01/2021,"Bernard is a great employer. He is very easy to work with because he is good at communicating with you. He is good at conveying his thoughts and vision to you. He is very hands on and schedules regular meeting that will allow you to know where you stand and what is expected of you. He does not micromanage you., Bernard is very social and talkative because of this sometimes your meeting will run long.",5.0,glassdoor
